ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.2,203.707,15597.641,7.751,361.248,452.922,14.597,70.851,4.15,1
6.6,192.522,36269.701,4.974,277.499,320.471,14.786,80.98,3.353,1
8.1,171.752,28338.664,6.392,319.005,496.906,16.193,91.123,3.767,1
8.4,208.326,28234.907,7.784,297.331,444.56,12.645,78.757,4.93,1
7.1,166.914,24037.51,7.137,349.885,411.478,9.456,94.901,3.744,1
7.9,204.724,12732.888,7.717,331.087,449.686,15.67,55.404,4.534,1
7.9,181.525,15805.65,7.263,333.776,291.796,13.044,77.131,3.784,1
8.9,215.674,56488.672,3.231,129.0,541.915,9.314,70.828,4.354,1
7.0,246.623,15428.451,7.571,305.616,516.218,17.527,91.603,3.932,1
7.1,158.208,45243.029,4.065,247.18,399.767,16.086,53.502,4.109,1
7.6,225.089,31749.924,5.885,333.776,503.909,18.502,78.354,3.96,1
8.5,129.24,20465.589,7.213,333.776,590.907,15.293,63.94,4.81,1
6.8,237.27,24170.275,8.706,349.772,477.024,16.574,92.946,4.275,1
6.5,215.441,35775.793,6.503,307.563,365.094,8.128,77.555,3.536,1
6.2,169.926,22550.492,4.974,297.404,460.415,20.79,93.301,4.007,1
7.1,190.568,18589.031,7.47,362.147,471.445,13.76,90.306,4.4,1
7.1,195.541,4142.499,9.893,462.474,435.418,15.846,66.396,3.613,1
5.6,283.997,28315.438,7.145,318.465,425.984,11.813,67.651,5.115,1
6.2,231.323,29778.358,4.381,248.304,488.954,13.022,54.061,3.315,1
7.7,121.575,16978.927,6.812,354.25,368.225,12.997,69.26,3.395,1
7.1,187.043,24634.552,9.082,333.776,443.843,11.054,74.108,3.499,1
8.8,199.425,25100.131,6.818,333.776,453.758,14.632,82.651,3.452,1
5.6,219.343,22455.695,8.284,386.039,401.256,16.65,31.174,3.939,1
7.3,185.415,24412.504,7.254,333.776,310.262,14.942,66.396,3.901,1
7.9,197.602,9407.664,9.61,400.275,270.794,11.301,53.202,4.889,1
5.7,228.59,39172.39,6.015,333.776,330.079,11.423,59.267,5.021,1
6.0,184.559,15940.573,8.165,421.486,314.53,20.315,83.708,4.867,1
8.0,180.796,24712.993,5.688,287.571,434.955,8.642,84.582,3.153,1
7.1,263.858,16670.996,7.758,333.776,427.811,17.152,77.811,4.304,1
7.2,167.823,30897.99,5.485,333.776,437.349,15.582,61.854,4.944,1
7.6,213.428,11246.427,8.209,377.222,341.716,15.67,67.23,5.185,1
6.9,231.445,22585.789,5.676,333.776,496.603,16.155,91.462,4.916,1
5.7,180.291,12683.483,7.908,423.876,415.007,12.393,83.707,2.742,1
6.1,198.021,22207.483,7.387,333.776,464.851,14.029,61.447,3.838,1
6.0,186.723,28702.952,5.922,338.028,430.185,17.665,68.573,4.539,1
9.7,190.897,9076.646,9.752,357.385,443.037,13.308,62.827,4.072,1
7.7,225.063,19496.849,7.158,289.946,433.974,15.154,74.765,3.701,1
6.7,193.163,16006.973,6.369,314.452,316.278,17.866,85.193,5.0,1
8.0,163.927,13354.707,7.477,333.776,366.38,17.126,66.396,4.816,1
8.2,155.616,24042.188,7.639,338.294,418.264,13.266,66.578,3.529,1
6.5,215.445,28979.768,7.015,312.335,426.083,17.95,54.984,4.076,1
6.8,216.647,13098.858,5.566,333.776,343.972,15.239,65.615,4.678,1
7.0,248.905,26136.314,7.774,335.054,403.754,10.905,75.333,4.629,1
7.7,179.302,12477.772,9.99,421.394,471.783,8.412,66.163,3.013,1
7.9,175.337,29565.711,7.432,333.776,322.533,11.309,70.117,4.64,1
5.8,186.061,26693.762,5.809,333.073,312.869,12.376,32.761,4.155,1
7.6,173.008,8835.556,9.566,436.294,305.834,11.01,92.482,3.92,1
8.7,203.396,24578.421,6.594,288.678,336.825,16.702,68.793,3.149,1
6.9,200.706,27651.609,6.53,321.696,453.638,11.283,91.942,5.544,1
8.5,157.667,33092.669,6.765,305.856,377.619,13.309,43.019,4.027,1
6.5,218.62,23308.297,7.177,355.444,585.166,10.742,40.774,4.212,1
7.1,228.757,32161.84,6.961,314.143,309.608,19.218,54.268,5.537,1
8.2,274.352,40546.956,7.13,241.447,417.674,9.81,79.397,3.619,1
7.3,156.111,16255.901,7.655,381.18,591.801,12.312,59.681,3.153,1
7.1,160.963,32528.116,5.089,292.288,440.318,10.008,61.68,5.349,1
7.1,163.41,32865.51,6.067,317.467,279.647,10.812,81.526,3.575,1
5.9,249.164,14778.033,6.391,335.796,517.547,15.932,66.551,4.302,1
7.3,135.259,22184.527,7.157,357.91,480.143,11.316,54.944,4.202,1
7.4,150.776,4168.197,10.573,476.54,355.578,15.352,74.761,2.746,1
6.4,183.071,11592.446,8.961,408.243,385.015,16.148,83.333,2.891,1
7.1,190.877,39802.515,5.217,288.232,365.148,13.681,91.926,4.99,1
6.9,194.859,35558.732,6.372,299.787,394.829,11.984,69.853,4.121,1
6.5,164.769,24246.504,7.623,373.213,368.08,12.764,96.795,4.135,1
8.3,167.385,17617.876,7.044,323.4,277.413,12.494,61.275,3.495,1
7.1,191.665,18964.092,8.148,318.992,354.102,15.072,84.116,4.601,1
6.7,211.087,10794.784,7.967,373.572,406.199,18.782,66.396,2.64,1
7.2,154.138,31144.703,4.807,261.213,451.016,10.852,66.396,3.363,1
6.5,184.429,10835.201,6.826,378.776,430.419,13.621,100.822,4.586,1
7.0,175.466,12653.944,7.837,333.776,571.822,13.216,61.085,2.726,1
7.5,205.191,25058.16,6.882,327.949,313.092,16.589,72.977,3.58,1
7.0,214.38,15007.422,6.997,328.819,468.555,17.407,104.207,4.892,1
7.1,179.408,16589.812,8.406,317.838,327.651,15.554,66.396,3.327,1
7.0,205.183,35229.077,5.089,254.73,360.059,13.618,66.396,4.527,1
6.5,197.76,20122.193,6.863,353.012,472.709,11.059,64.663,3.803,1
8.1,191.004,16654.509,8.038,350.578,418.2,12.294,49.009,3.021,1
7.2,213.767,27377.7,6.915,327.717,457.512,17.969,66.396,3.453,1
6.8,271.601,14348.573,9.923,368.842,610.63,9.387,91.402,3.438,1
7.0,175.421,35701.155,5.494,290.053,401.059,10.285,66.421,5.256,1
7.4,203.323,40148.124,5.602,256.59,401.775,9.026,53.02,4.487,1
6.5,226.42,16982.132,6.938,318.246,484.092,18.527,80.463,2.891,1
6.6,174.281,33245.631,7.022,326.168,479.921,15.919,60.34,4.601,1
6.8,178.332,16980.258,7.052,369.906,299.405,18.704,62.869,3.847,1
6.3,139.959,18058.32,8.361,417.602,347.464,13.314,58.221,4.019,1
7.1,191.548,16473.067,8.436,367.853,462.994,12.574,17.528,3.937,1
7.5,258.49,26999.382,7.002,266.803,352.196,14.651,59.159,5.427,1
7.1,163.167,36525.551,5.513,284.624,522.601,14.396,78.868,4.646,1
7.5,198.967,6873.56,8.534,333.776,440.471,11.047,60.936,3.716,1
6.0,227.034,12988.791,8.477,392.381,306.386,7.122,41.191,3.594,1
7.1,158.695,8721.232,8.104,425.71,471.074,15.354,74.886,3.392,1
6.7,232.927,27881.504,7.881,337.111,443.209,14.523,64.122,4.372,1
7.1,156.388,26885.835,4.894,291.919,554.221,14.277,53.482,4.71,1
7.1,186.366,7557.021,9.454,406.038,288.369,12.861,72.187,4.116,1
6.8,218.153,22540.775,7.196,304.681,382.503,18.839,53.815,3.64,1
7.5,151.203,31130.213,4.584,333.776,351.575,18.939,53.137,2.748,0
6.9,228.96,10836.97,7.793,362.297,513.189,12.704,40.546,4.142,0
7.1,155.263,42617.303,5.829,449.268,456.185,20.681,77.138,2.847,0
7.3,267.655,15818.261,10.575,333.776,541.755,13.408,54.619,4.726,0
7.8,224.059,23264.11,5.922,300.403,387.971,13.407,43.075,2.488,0
7.1,229.621,19955.711,7.609,285.433,491.881,11.027,85.242,3.114,0
6.2,248.833,15391.559,8.014,273.087,487.626,9.696,69.697,3.704,0
6.8,209.362,13821.556,7.557,334.62,499.071,19.339,81.099,3.96,0
7.1,213.652,28266.755,3.632,333.776,483.798,15.742,78.811,4.312,0
7.3,98.453,36490.143,7.139,423.187,502.883,7.361,76.29,4.953,0
8.2,116.062,22465.688,5.0,333.776,408.36,6.733,90.993,4.246,0
7.0,164.127,17625.466,6.48,372.748,492.703,11.666,48.71,3.969,0
6.4,235.945,18982.954,8.287,333.776,511.485,16.184,77.84,3.299,0
6.6,191.842,15176.291,5.662,333.776,471.047,15.438,56.532,3.83,0
5.9,205.914,30379.359,9.446,312.283,512.337,6.306,55.065,3.859,0
7.3,189.078,21391.163,6.577,356.622,390.285,14.392,81.082,4.384,0
5.6,223.374,14553.132,9.689,234.61,252.968,12.249,59.523,4.294,0
5.5,197.029,12883.164,9.265,347.421,355.176,12.763,67.16,3.718,0
6.1,216.736,12558.898,9.297,317.983,409.427,10.755,30.966,2.944,0
8.2,145.797,17981.255,6.58,359.393,420.394,15.857,100.712,3.74,0
7.7,123.337,33843.619,5.216,390.746,462.968,18.699,82.905,3.934,0
6.8,209.128,20149.18,5.804,288.357,291.304,12.327,57.304,3.084,0
6.0,226.874,20279.701,8.166,225.517,275.987,9.651,52.64,4.035,0
7.1,204.385,32951.316,5.995,324.505,339.642,4.473,71.19,4.905,0
6.3,214.072,14619.627,6.584,315.997,370.796,12.219,83.669,3.789,0
7.5,223.265,19932.585,5.77,317.709,590.325,13.557,89.454,3.878,0
7.1,214.193,21671.278,8.273,333.776,473.415,15.707,73.17,4.246,0
7.4,237.923,16862.543,7.102,306.183,478.655,13.254,92.865,5.03,0
10.1,144.614,39716.132,4.503,390.91,415.051,17.659,66.396,3.777,0
5.9,274.264,6967.736,10.069,247.646,321.237,12.092,39.449,2.586,0
7.1,171.695,38971.051,8.366,385.954,397.442,17.202,73.647,2.643,0
6.1,151.691,15092.018,6.611,382.319,388.138,16.622,69.168,4.212,0
7.1,137.253,20593.934,3.961,393.685,520.411,19.25,50.03,3.302,0
7.9,250.897,15741.082,8.076,333.776,391.259,16.544,59.246,3.914,0
6.0,178.224,18966.363,10.214,333.776,400.566,12.842,60.87,4.661,0
7.1,193.168,20894.4,7.332,359.427,417.425,16.787,38.107,3.818,0
7.1,166.697,14807.414,6.802,269.708,536.337,13.839,77.55,3.435,0
6.6,166.966,30210.25,9.508,340.246,430.079,23.234,72.8,4.276,0
6.3,157.046,21079.606,7.275,318.853,351.024,14.019,64.407,4.583,0
6.6,238.325,12829.093,7.347,331.302,451.734,19.641,73.202,4.361,0
5.4,197.919,9968.963,7.879,333.776,503.896,17.409,77.383,3.556,0
7.5,221.343,25480.918,6.927,333.776,438.62,13.089,58.084,2.414,0
6.7,148.253,20922.154,4.634,333.776,400.343,18.331,40.496,1.688,0
8.1,239.14,28545.355,5.097,333.776,574.403,17.778,56.353,3.524,0
5.4,238.291,16262.939,7.508,255.545,393.534,12.465,27.096,3.181,0
6.9,252.353,11086.26,9.993,285.745,368.629,17.121,43.667,3.278,0
7.0,184.484,31659.963,5.232,333.776,559.003,14.393,56.29,2.927,0
8.0,173.751,26848.63,6.056,337.94,347.748,13.758,75.535,3.196,0
8.0,222.628,18134.835,8.755,314.472,452.97,12.066,78.55,3.339,0
7.6,213.691,17598.2,8.131,333.776,384.087,5.052,70.833,3.438,0
7.6,209.861,21885.504,9.529,333.776,337.632,8.864,63.647,3.762,0
7.7,169.05,38356.226,6.028,297.329,525.879,16.071,74.91,5.164,0
6.3,154.682,23050.331,6.833,290.703,421.22,13.881,65.891,3.39,0
7.4,155.645,19283.402,5.435,399.941,391.324,18.149,63.699,3.822,0
7.1,241.181,25696.321,5.695,333.902,386.298,14.531,33.918,4.142,0
6.3,165.822,20481.642,7.606,354.289,422.341,14.794,46.043,2.729,0
7.3,205.213,26115.616,5.138,357.794,402.875,7.96,63.699,4.701,0
6.4,164.618,17538.541,8.345,345.145,430.96,15.329,47.021,3.416,0
8.0,160.224,29477.764,2.456,324.056,371.212,18.694,54.281,4.069,0
4.9,267.533,11870.425,8.878,333.776,417.413,15.253,22.75,5.071,0
7.7,220.572,29432.208,6.356,322.75,444.958,13.027,77.83,3.786,0
6.1,228.198,10215.812,5.984,306.797,441.499,17.229,65.34,4.889,0
4.2,120.56,34370.197,7.961,411.581,436.775,14.396,64.601,4.279,0
8.5,255.325,31056.579,3.62,333.776,426.883,13.783,34.448,5.037,0
7.8,182.065,13655.681,6.817,337.754,328.217,15.231,92.255,4.726,0
5.6,220.818,8730.312,8.322,300.22,412.709,6.479,80.638,3.166,0
8.6,178.589,18503.767,7.241,356.263,329.504,15.281,83.783,3.082,0
7.9,187.701,32210.816,4.997,320.532,400.15,19.874,46.913,4.448,0
6.0,136.891,28105.965,7.331,389.81,423.964,15.374,68.97,4.77,0
8.0,201.809,11861.551,7.2,300.398,420.549,7.169,90.762,3.221,0
4.3,191.119,12770.832,8.232,284.946,499.855,13.501,76.444,3.924,0
6.7,209.779,14794.411,7.809,333.776,553.644,8.028,78.237,3.166,0
5.9,186.808,19790.857,6.616,333.776,489.797,19.671,65.04,3.757,0
8.8,175.755,23173.32,6.731,367.154,552.075,7.733,91.443,3.864,0
7.1,171.435,39207.589,4.711,354.445,381.685,20.212,97.419,2.813,0
7.1,193.577,19671.351,7.569,342.673,322.736,18.512,77.71,3.482,0
7.5,246.185,27109.896,9.792,341.164,339.73,16.218,77.603,3.478,0
7.7,155.185,36578.224,7.691,405.169,536.89,16.215,77.582,4.042,0
7.4,176.335,16663.603,8.063,333.776,354.765,10.683,37.363,3.817,0
8.9,188.054,22139.879,4.253,376.335,438.516,8.598,92.828,5.474,0
5.6,221.649,11123.886,8.809,314.871,326.351,19.313,84.377,3.441,0
6.5,201.597,27682.507,5.655,316.106,573.034,14.643,66.396,5.242,0
7.6,205.397,30823.73,7.817,354.176,395.297,12.095,63.768,3.275,0
6.1,240.975,15765.787,10.088,339.402,407.32,21.305,63.072,3.724,0
7.6,188.373,32869.474,6.746,365.209,326.627,13.883,73.438,3.498,0
7.1,279.232,11380.299,8.586,314.163,467.628,10.88,68.975,3.256,0
7.1,165.909,18969.825,7.69,333.776,510.982,16.428,47.137,4.713,0
7.4,258.02,18535.046,5.497,339.839,354.667,14.979,73.008,3.795,0
7.0,168.953,20518.555,10.136,333.776,457.647,9.813,56.922,3.352,0
5.3,238.51,10315.354,7.823,281.772,496.351,12.625,87.343,2.363,0
6.2,174.796,22198.929,7.608,333.776,479.092,13.744,51.497,5.206,0
6.1,161.53,26764.494,6.242,333.776,485.866,18.781,81.946,4.699,0
7.1,196.735,30235.171,5.985,308.204,453.955,16.063,31.555,4.861,0
7.1,189.762,16737.108,7.031,333.776,410.48,14.545,60.14,3.093,0
3.9,191.666,17328.161,7.692,306.48,406.086,9.579,45.481,5.061,0
6.4,244.847,13858.704,9.179,333.776,403.56,12.52,59.047,4.155,0
6.0,219.716,19345.791,6.03,264.285,497.477,16.381,46.304,5.047,0
8.9,208.107,17915.086,4.794,334.572,381.159,14.399,48.299,3.929,0
7.4,194.868,28767.757,5.074,349.985,495.037,14.248,77.094,5.127,0
9.0,184.309,24967.323,6.265,335.217,485.583,8.28,63.944,4.265,0
8.5,216.454,30268.421,6.299,330.978,436.165,11.896,55.922,2.38,0
7.2,176.64,34727.409,5.162,287.707,332.2,10.327,77.261,3.497,0
7.1,184.667,14368.128,8.13,334.753,472.33,16.073,73.71,4.583,0
8.9,107.383,27622.746,6.163,460.107,444.93,13.995,78.348,4.754,0
6.6,219.185,21961.527,6.988,348.9,341.21,15.178,68.982,3.669,0
7.1,204.241,14665.405,8.581,360.389,359.622,15.163,58.946,4.378,0
7.1,160.596,49125.36,6.344,409.502,327.925,14.408,64.645,3.288,0
6.0,275.887,21229.083,8.94,333.776,354.112,11.783,92.228,5.051,0
6.8,166.677,28263.804,7.116,318.79,532.185,21.469,78.228,5.092,0
7.1,157.827,21716.424,5.406,333.776,478.999,18.929,80.203,3.826,0
7.1,181.434,33266.572,8.382,373.197,485.109,15.47,52.813,4.775,0
7.1,237.706,21862.754,8.961,318.173,434.388,11.665,59.776,3.943,0
7.5,172.504,18328.696,6.908,351.419,377.075,10.678,68.852,3.703,0
8.0,214.82,20575.573,6.191,312.008,513.54,17.703,70.291,4.818,0
5.2,234.329,11746.608,6.961,314.987,407.102,13.772,36.184,3.689,0
7.1,191.15,23172.282,7.132,290.709,365.141,12.68,69.074,4.018,0
6.5,180.959,28165.873,7.16,371.405,370.29,16.943,66.396,3.09,0
7.8,258.892,20911.905,6.362,289.142,421.133,9.632,71.703,4.546,0
7.4,242.73,20185.587,6.122,306.169,413.656,10.263,64.529,3.867,0
8.0,178.067,18677.279,5.7,368.218,356.294,18.639,61.463,2.86,0
6.4,243.725,12278.985,6.795,333.776,489.449,17.638,66.396,4.188,0
7.1,208.367,22444.09,5.404,338.064,540.9,9.98,84.57,3.594,0
8.1,191.278,29298.359,6.129,356.645,278.503,12.606,65.511,3.131,0
7.1,149.839,20283.784,10.006,383.113,355.185,17.003,53.8,2.029,0
7.1,220.985,26492.716,4.95,333.776,388.969,21.086,70.266,4.875,0
9.5,124.483,33681.33,4.815,427.185,530.217,19.97,49.81,5.242,0
8.0,121.067,40709.782,5.797,445.36,338.51,12.819,59.269,4.568,0
6.3,270.466,8572.422,9.922,286.328,490.943,12.926,22.219,4.753,0
7.0,219.24,20215.633,7.054,306.647,431.371,17.427,56.436,4.588,0
9.7,131.712,24387.968,4.234,333.776,428.906,18.143,65.36,5.27,0
6.7,197.767,33820.646,7.397,353.176,321.365,19.34,85.372,3.885,0
4.9,272.92,15496.612,6.985,266.562,569.581,17.302,79.598,3.079,0
9.6,156.93,33954.435,4.639,333.776,485.379,11.048,66.396,4.962,0
8.5,128.263,32018.29,6.059,458.441,554.139,15.976,87.472,4.147,0
7.0,201.805,21709.648,6.121,352.304,417.184,19.683,49.237,3.998,0
6.0,170.732,10925.36,8.201,305.797,508.851,12.245,62.968,3.668,0
9.0,167.919,34865.358,3.14,400.692,385.41,16.574,50.527,4.271,0
7.9,277.117,24244.112,7.561,273.384,306.837,11.796,70.02,3.038,0
7.7,189.803,32910.525,5.758,367.762,397.846,15.24,66.396,4.14,0
6.1,209.06,10120.113,9.407,333.776,410.509,7.996,101.159,4.01,0
8.1,191.382,20506.698,5.477,333.776,445.931,9.417,57.364,5.178,0
8.1,210.377,25433.465,8.391,385.237,321.867,11.484,85.301,4.137,0
7.7,211.345,12861.947,9.245,347.631,598.663,10.542,91.119,4.732,0
7.1,149.043,27687.738,8.661,284.946,288.518,15.737,62.757,3.771,0
9.3,168.041,50279.262,5.905,415.451,400.004,11.95,62.257,3.301,0
6.0,177.444,28633.846,8.174,333.776,386.661,15.515,30.556,2.59,0
6.2,171.125,24978.483,8.216,323.824,406.094,10.881,65.715,4.403,0
9.1,184.915,21633.722,7.427,394.197,339.355,6.658,66.396,3.84,0
7.4,167.328,31935.691,7.896,333.776,398.574,14.824,69.253,4.498,0
7.1,259.671,11949.598,9.435,279.001,469.288,11.752,73.997,3.458,0
7.1,275.68,9480.618,8.416,295.619,383.455,18.323,94.416,1.986,0
6.8,165.794,17782.604,4.971,307.753,370.601,15.138,96.601,4.043,0
7.1,230.431,14916.986,9.619,333.776,379.173,28.3,79.633,3.865,0
8.9,171.84,19113.012,6.503,404.104,399.673,17.624,76.831,2.993,0
9.5,149.558,32568.154,5.334,333.776,436.203,13.928,71.834,4.702,0
7.1,168.963,21030.235,5.564,404.343,440.952,12.353,72.034,4.691,0
7.2,225.116,5097.826,6.082,361.631,294.991,5.537,81.454,4.006,0
6.2,155.836,25937.711,8.163,298.192,533.288,14.356,68.121,4.77,0
6.5,236.695,7656.413,9.841,214.461,356.348,14.413,54.641,2.861,0
7.1,162.935,24916.626,6.374,388.313,494.289,14.298,84.803,4.301,0
7.5,177.353,24786.051,8.613,369.211,387.868,14.149,48.966,3.474,0
7.3,184.136,21044.203,6.843,327.261,379.492,8.335,90.312,4.898,0
7.1,253.662,13568.271,9.229,256.09,554.574,13.712,97.714,3.067,0
6.5,138.008,19174.593,7.348,333.776,490.644,16.338,66.396,3.182,0
6.9,156.841,35793.758,7.286,384.655,398.648,17.858,72.237,4.249,0
7.8,194.734,13829.939,5.603,333.776,321.906,18.871,66.396,3.912,0
8.1,173.665,27277.58,6.644,354.037,330.212,16.257,66.396,4.648,0
6.3,220.97,22418.908,7.153,283.976,350.909,19.861,61.836,4.619,0
7.1,165.738,22900.118,5.736,379.375,473.805,13.083,63.035,4.069,0
6.6,216.428,17963.867,7.725,346.285,466.103,11.468,41.253,3.589,0
6.6,232.739,9809.904,8.337,302.326,458.367,13.305,65.319,3.444,0
7.1,247.164,18939.616,7.086,305.04,419.453,12.758,60.319,4.287,0
5.7,197.104,12641.528,8.702,287.013,345.084,17.274,58.412,4.081,0
7.7,182.541,19713.504,8.854,382.342,489.047,8.867,57.877,3.541,0
6.3,148.186,22916.572,5.036,333.776,474.618,9.604,61.836,3.619,0
8.0,116.725,45041.149,5.165,333.776,367.689,13.425,87.382,2.397,0
6.5,185.339,26262.545,6.742,289.014,410.101,12.925,83.652,3.73,0
6.2,227.561,22195.21,9.456,333.776,351.18,13.04,63.164,3.885,0
7.3,194.881,18270.105,6.122,344.88,402.665,15.46,76.987,4.931,0
6.0,211.577,30191.692,7.714,329.167,431.096,10.62,66.396,5.128,0
6.6,205.233,20511.369,5.908,313.354,455.693,16.022,52.153,3.71,0
5.2,186.561,18655.542,7.024,333.776,379.538,17.604,58.832,4.147,0
6.1,166.637,21319.794,7.681,311.254,340.631,13.624,95.495,6.065,0
7.8,182.474,19130.962,6.803,340.276,433.46,10.794,75.896,3.808,0
7.0,200.467,30862.784,6.196,391.667,422.49,9.067,48.25,5.438,0
8.6,217.803,39030.604,6.987,373.746,340.566,19.085,53.856,2.941,0
6.4,275.747,8607.613,7.702,272.198,384.381,16.078,54.404,3.715,0
7.4,173.529,20185.676,9.121,384.117,310.075,23.318,81.13,3.778,0
8.4,218.14,28722.176,5.537,310.287,471.554,10.645,49.772,3.716,0
7.6,113.505,37279.129,6.36,377.875,285.35,17.03,48.929,3.78,0
5.4,258.903,10168.177,9.648,248.712,396.911,15.512,65.805,3.998,0
7.1,137.007,24282.155,5.706,433.634,342.725,9.114,88.329,5.553,0
7.1,233.847,32496.64,6.637,347.986,424.65,13.028,55.984,4.296,0
7.2,238.334,13680.764,9.274,284.408,478.767,16.836,74.384,3.91,0
6.9,149.853,16203.091,5.735,375.719,350.345,11.719,75.499,4.939,0
7.3,244.84,22277.626,7.716,369.039,477.235,12.475,60.807,3.707,0
9.3,133.142,41982.611,6.628,417.245,267.802,10.368,75.436,4.494,0
7.1,216.272,26964.317,6.384,418.494,573.16,19.893,50.171,4.501,0
7.1,250.623,30797.52,6.381,333.776,338.814,17.509,74.728,3.365,0
6.2,249.527,12682.151,6.253,263.268,274.765,14.353,57.623,3.546,0
7.1,240.984,11429.201,5.516,267.681,323.158,8.666,88.679,3.802,0
8.0,151.542,25274.61,7.106,352.316,527.688,15.793,52.268,3.391,0
9.3,160.429,19607.755,3.989,416.698,427.794,14.993,95.805,3.176,0
7.8,193.45,19019.28,8.107,377.99,597.486,8.94,45.721,3.76,0
9.4,252.739,13150.207,7.167,333.776,368.835,14.397,50.775,3.049,0
8.2,201.554,21856.989,5.241,320.26,464.803,15.628,61.655,4.112,0
8.3,168.469,30969.048,5.452,333.776,302.422,14.53,41.393,3.454,0
7.1,207.427,11963.324,7.665,325.633,502.053,17.013,64.5,2.814,0
7.2,151.307,23781.329,9.214,403.788,465.127,16.884,77.515,4.271,0
8.6,235.944,20862.456,7.623,378.759,418.698,13.608,66.396,3.949,0
7.8,257.658,17398.386,8.271,251.384,439.702,9.557,54.235,3.389,0
3.9,177.713,21937.472,7.37,299.242,447.304,12.452,63.163,4.928,0
7.1,164.317,25236.701,4.365,350.584,413.692,15.421,45.979,3.724,0
4.0,160.818,14433.78,8.411,311.295,414.328,20.771,78.273,3.752,0
6.0,241.031,22168.332,6.208,333.776,486.517,13.173,64.719,4.697,0
7.5,185.507,24454.726,5.791,333.776,393.972,15.07,74.781,3.809,0
7.2,231.561,16621.495,6.073,333.776,475.822,8.689,35.834,3.679,0
7.1,202.811,11900.055,8.948,367.533,379.565,13.592,58.823,3.154,0
7.1,115.393,46077.358,5.289,437.592,422.017,10.81,53.617,4.213,0
7.5,117.057,28357.943,4.703,414.856,472.059,18.34,76.345,3.715,0
4.5,236.282,26843.47,4.843,207.89,456.98,16.226,74.036,4.328,0
7.1,207.391,25110.038,6.33,345.593,420.219,22.346,92.328,2.739,0
7.1,162.264,28790.548,7.621,377.719,364.274,14.21,99.119,4.477,0
6.3,124.848,31114.636,5.714,333.776,396.673,18.423,73.102,4.364,0
7.1,233.694,17317.687,8.947,264.916,311.974,10.749,108.589,4.242,0
8.8,216.433,27109.24,7.322,333.776,384.019,15.955,78.829,4.416,0
6.9,185.819,14682.666,9.887,341.066,560.788,22.466,64.395,2.877,0
7.1,169.674,25541.153,5.457,393.265,359.778,16.82,60.376,3.611,0
6.9,110.866,32981.258,2.621,368.387,417.249,12.119,33.499,5.059,0
6.5,176.007,38368.013,7.415,278.093,291.122,19.423,81.369,5.93,0
6.6,217.539,24480.672,5.837,310.633,476.459,11.434,48.552,3.511,0
7.9,218.153,23045.726,7.432,349.923,414.365,14.786,72.608,3.586,0
6.1,151.784,20561.695,8.488,384.156,363.618,13.714,96.583,4.705,0
6.9,168.88,17540.03,6.409,387.3,372.023,15.198,74.007,2.6,0
6.2,214.85,29426.474,8.035,369.727,319.767,10.248,65.309,3.488,0
7.1,240.135,38097.33,5.4,333.776,359.576,13.515,72.771,3.212,0
8.4,179.521,22022.626,5.215,339.492,396.697,13.697,110.431,2.786,0
7.1,205.304,12190.172,7.045,313.412,374.523,11.838,47.654,5.026,0
5.9,200.944,17397.403,6.756,279.202,380.5,11.255,31.966,3.747,0
8.8,216.122,17732.915,7.856,377.254,301.896,16.211,64.409,4.424,0
7.1,187.613,13427.069,7.318,333.776,507.567,18.138,79.35,5.325,0
6.8,164.274,14015.045,6.056,281.678,389.978,14.837,44.368,3.145,0
9.3,215.908,36622.229,3.903,333.776,383.26,19.035,80.318,4.07,0
7.5,226.538,9163.294,5.726,333.776,417.125,10.066,67.304,4.28,0
7.1,172.689,25399.109,6.941,355.253,298.672,13.638,66.396,3.231,0
5.6,167.03,14547.885,7.735,333.776,347.792,10.69,75.289,5.37,0
4.3,192.361,24600.761,8.262,261.357,475.876,10.799,53.62,5.105,0
9.7,188.369,26402.704,4.074,395.904,325.001,16.918,91.417,3.03,0
8.7,173.532,20333.079,5.636,439.788,459.633,16.283,89.924,5.12,0
5.9,172.034,30575.357,8.65,393.555,426.506,16.312,74.544,2.962,0
9.5,274.828,21879.704,5.266,364.683,581.078,13.636,62.12,3.189,1
7.1,173.474,18318.72,7.598,282.598,407.643,20.201,79.104,4.181,1
7.1,185.826,39431.113,8.806,286.224,355.938,7.781,39.624,1.492,1
7.6,244.295,29567.699,8.648,333.776,278.476,10.047,107.611,4.551,1
7.0,199.079,22505.519,7.954,333.776,531.477,14.691,58.413,3.932,1
8.1,211.783,37086.546,8.268,251.443,512.899,19.167,73.249,3.302,1
7.0,229.603,12575.28,7.838,390.468,558.177,15.755,36.268,4.277,1
6.3,133.65,31062.372,6.976,252.109,381.059,17.2,71.182,3.603,1
6.2,139.129,6698.239,3.877,333.776,601.526,13.368,68.299,4.306,1
6.9,214.732,20509.332,9.035,321.383,306.784,12.477,79.692,4.7,1
7.8,210.721,18857.058,5.694,376.485,375.673,14.709,43.3,5.128,1
7.9,201.456,39431.253,7.525,276.207,432.59,17.822,70.24,4.275,1
6.4,183.867,20526.307,8.45,366.177,548.638,13.449,69.054,4.532,1
7.8,239.278,27849.142,6.476,356.171,484.105,18.692,50.128,4.252,1
